,countries,Funding,counts
6946,France,Stichting Leids Oogheelkundig Ondersteuningsfonds,1
6947,France,Stichting Macula Fonds,1
6948,France,Stichting Ooglijders,1
6949,France,"Stiftelsen Kristian Gerhard Jebsen, KGJF",2
6950,France,Suomen Lääketieteen Säätiö,1
6951,France,Surrey & Sussex Healthcare NHS Trust,2
6952,France,Sydney Informatics Hub,1
6953,France,"Sydney Medical School Foundation, SMSF",1
6954,France,"Taichung Veterans General Hospital, Taichung, Taiwan",2
6955,France,"Takeda Pharmaceutical Company, TPC",2
6956,France,"Takeda Pharmaceuticals North America, TPNA",1
6957,France,Tec Laboratories,2
6958,France,Tenovus,3
6959,France,The George Institute,2
6960,France,Thomas Beatson Foundation,1
6961,France,Thome Foundation,4
6962,France,"Thousand Oaks, California, USA), consultant and speaker for Bayer",1
6963,France,Tiinamaija Tuomi,1
6964,France,Tougaloo College,2
6965,France,Tous Unis pour la Vision,2
6966,France,Tous unis pour la Vision,2
6967,France,"Turun Yliopistollinen Keskussairaala, AUCS",1
6968,France,"U.S. Department of Energy, USDOE",2
6969,France,"U.S. Department of Health and Human Services, HHS",2
6970,France,"U.S. Food and Drug Administration, FDA",1
6971,France,UAB Cochrane Musculoskeletal Group Satellite Center on Network Meta-analysis,1
6972,France,"UCL Institute of Ophthalmology, University College London",2
6973,France,UDS,2
6974,France,UMR1324 Centre des Sciences du Goût et de l’Alimentation,1
6975,France,UMR6265 Centre des Sciences du Goût et de l’Alimentation,1
6976,France,US National Institutes for Health,1
6977,France,Unilever,1
6978,France,"Universidad Nacional Autónoma de México, UNAM",1
6979,France,"Universidad Nacional del Centro de la Provincia de Buenos Aires, UNICEN",2
6980,France,Universiteit Leiden,3
6981,France,"Universitetet i Bergen, UiB",2
6982,France,University Hospital of Reims,1
6983,France,University Hospitals Birmingham NHS Foundation Trust,2
6984,France,University Hospitals of Leicester NHS Trust,2
6985,France,University Medical Center,1
6986,France,University Paris 7,2
6987,France,University of Colorado Boulder,2
6988,France,University of Dundee,5
6989,France,"University of Edinburgh, ED",2
6990,France,University of Evry Val d’Essonne,2
6991,France,University of Kwazulu-Natal,1
6992,France,University of Melbourne,1
6993,France,University of Mississippi Medical Center,2
6994,France,"University of New Mexico, UNM",2
6995,France,University of Nottingham,2
6996,France,University of Oxford,1
6997,France,University of Pittsburgh,4
6998,France,"University of Pittsburgh, Pitt",2
6999,France,University of South China,1
7000,France,University of South Wales,1
7001,France,University of Surrey,2
7002,France,University of Sydney,1
7003,France,University of Utah,1
7004,France,"University of Washington, UW",2
7005,France,"Università di Pisa, UniPi",1
7006,France,"Université Nice Sophia Antipolis, UNS",2
7007,France,"Université Pierre et Marie Curie, UPMC",6
7008,France,"Université de Lausanne, UNIL",2
7009,France,"Université de Montréal, UDEM",2
7010,France,Université de Strasbourg,2
7011,France,Usher Institute,2
7012,France,VIVA Foundation for Children with Cancer,1
7013,France,Vaasa Hospital District,1
7014,France,Vaasan Keskussairaala,1
7015,France,Valbiotis,2
7016,France,Valentin Haüy Association,1
7017,France,Vastora Inc.,1
7018,France,Venture Fund,2
7019,France,Veterans Affairs Rheumatology Field Advisory Committee,1
7020,France,Vifor,1
7021,France,Vincent Javaugue,2
7022,France,Vincent Rigalleau,2
7023,France,Vision Health Research Network,2
7024,France,VitalAire,1
7025,France,Vitalaire Groupe Air Liquide,1
7026,France,"WSU School of Medicine, Detroit",1
7027,France,"Wake Forest School of Medicine, WFSM",2
7028,France,"Wake Forest University, WFU",2
7029,France,Wales Kidney Research Unit,1
7030,France,Walter Gertud Siegenthaler Foundation,1
7031,France,Walter and Gertrud Siegenthaler Foundation Zurich,1
7032,France,Welcome Trust Seed Award in Science,2
7033,France,Wellcome Trust Case Control Consortium 2,2
7034,France,Wellcome Trust Case Control Consortium 2ʹ,1
7035,France,"Wellcome Trust, WT",7
7036,France,William S. Tuten,2
7037,France,Xiamen University Malaysia,1
7038,France,Yvoir association,2
7039,France,Zeiss and Heidelberg Engineering,2
7040,France,ZonMw,2
7041,France,association Centre de Recherche en Ophtalmologie,2
7042,France,association Centre de RechercheenOphtalmologie,2
7043,France,cureCADASIL Association,1
7044,France,diaTribe Foundation,1
7045,France,first World Consensus Conference,1
7046,France,national Programme Hospitalier de Recherche Clinique,1
7047,France,Ögonfonden,1
7048,French Guiana,Agence Régionale de Santé de Guyane,1
7049,French Guiana,Centre d’Investigation Clinique Antilles-Guyane,1
7050,French Guiana,Collectivité Territoriale de Guyane,1
7051,French Guiana,"European Commission, EC",1
7052,French Guiana,Inserm CIC,1
7053,Georgia,AACE,1
7054,Georgia,AbbVie,3
7055,Georgia,Abraham J. and Phyllis Katz Foundation,2
7056,Georgia,Addenbrooke's Charitable Trust,1
7057,Georgia,Addenbrooke’s Charitable Trust,1
7058,Georgia,"Agence Nationale de la Recherche, ANR",1
7059,Georgia,"Agenzia Spaziale Italiana, ASI",1
7060,Georgia,"Agricultural Research Service, ARS",1
7061,Georgia,Alcon Hellas,1
7062,Georgia,Alcon/Novartis,1
7063,Georgia,Alexander von Humboldt-Stiftung,1
7064,Georgia,"Alimera Sciences, ALIM",1
7065,Georgia,"Alimera Sciences, Chengdu Kanghong Biotechnology Co",1
7066,Georgia,Allergan,1
7067,Georgia,Allergan Hellas,1
7068,Georgia,Alnylam,1
7069,Georgia,American Association of Clinical Endocrinologists,1
7070,Georgia,"American Diabetes Association, ADA",2
7071,Georgia,"American Glaucoma Society, AGS",1
7072,Georgia,"American Health Assistance Foundation, AHAF",1
7073,Georgia,American Heart Association,1
7074,Georgia,"American Heart Association, AHA",10
7075,Georgia,"American Medical Association, AMA",2
7076,Georgia,American University of Nigeria,1
7077,Georgia,Anglia Ruskin University,1
7078,Georgia,"Arnold and Mabel Beckman Foundation, AMBF",1
7079,Georgia,Asahi,1
7080,Georgia,Astellas Institute for Regenerative Medicine,1
7081,Georgia,AstraZeneca,1
7082,Georgia,Atlanta VA CVNR,1
7083,Georgia,Augusta University,4
7084,Georgia,Augusta University Vision Discovery Institute,1
7085,Georgia,BP,1
7086,Georgia,Bausch & Lomb,1
7087,Georgia,"Bayer Fund, BF",1
7088,Georgia,Bayer Hellas,1
7089,Georgia,Biomedical Laboratory Research and Development,1
7090,Georgia,"Biomedical Laboratory Research and Development, VA Office of Research and Development, BLR&D, ORD",4
7091,Georgia,"Boehringer Ingelheim, BI",2
7092,Georgia,"Boston VA Research Institute, BVARI",1
7093,Georgia,"BrightFocus Foundation, BFF",1
7094,Georgia,"British Academy of Management, BAM",1
7095,Georgia,British Council to Prevent Blindness,1
7096,Georgia,"British Heart Foundation, BHF",1
7097,Georgia,"Bundesministerium für Bildung und Forschung, BMBF",2
7098,Georgia,"Centers for Disease Control and Prevention, CDC",1
7099,Georgia,Century II Equipment fund,1
7100,Georgia,Chengdu Kanghong Biotechnology Co,1
7101,Georgia,"Chinese Academy of Sciences, CAS",1
7102,Georgia,Chinese Cultural Bureau,1
7103,Georgia,Corcept Therapeutics,1
7104,Georgia,Culver Vision Discovery Institute at Augusta University,3
7105,Georgia,Culver-Vision Discovery Institute at Augusta University,1
7106,Georgia,"Cystic Fibrosis Foundation, CFF",1
7107,Georgia,DORC,1
7108,Georgia,"Department of Biotechnology, Ministry of Science and Technology, India, DBT",1
7109,Georgia,Department of OVAS,1
7110,Georgia,Department of Ophthalmol-ogy,1
7111,Georgia,Department of Ophthalmology,1
7112,Georgia,"Department of Ophthalmology, Visual and Anatomical Sciences",2
7113,Georgia,"Department of Science and Technology, Ministry of Science and Technology, India, डीएसटी",1
7114,Georgia,Department of Veterans Affairs Biological Laboratory Research and Development Service,1
7115,Georgia,Department of Veterans Affairs Rehab R&D Service,2
7116,Georgia,Department of Veterans Affairs Rehabilitation Research and Development Service,1
7117,Georgia,"Egyptian Cultural and Educational Bureau, ECEB",1
7118,Georgia,Egyptian Cultural bureau,1
7119,Georgia,Egyptian Fulbright Mission Program,1
7120,Georgia,Eli Lilly pharmaceuticals,1
7121,Georgia,"Emory University School of Medicine, National Eye Institute",1
7122,Georgia,Fight for Sight UK,1
7123,Georgia,"Fight for Sight, FFS",1
7124,Georgia,Fight for Sight–Prevent Blindness America,1
7125,Georgia,"Fondazione Telethon, FT",1
7126,Georgia,"Foundation Fighting Blindness, FFB",3
7127,Georgia,GHSU Vision Discovery Institute,1
7128,Georgia,GenSight,1
7129,Georgia,Genentech,2
7130,Georgia,Georgia Institute of Technology,1
7131,Georgia,"Georgia Regents University, GRU",1
7132,Georgia,"Georgia Research Alliance, GRA",1
7133,Georgia,Gilead Sciences,1
7134,Georgia,GlaskoSmithKline,1
7135,Georgia,"GlaxoSmithKline, GSK",1
7136,Georgia,Guerrieri Family Foundation,1
7137,Georgia,"Health Services Research and Development, HSR&D",7
7138,Georgia,"Health Systems Institute, HIS",1
7139,Georgia,Health Technology Assessment,1
7140,Georgia,Hualien Armed Forces General Hospital,1
7141,Georgia,Innocrin Pharmaceuticals,1
7142,Georgia,Institut Hospitalo Universitaire FOReSIGHT,1
7143,Georgia,"Institut Ruđer Bošković, IRB",1
7144,Georgia,"International Glaucoma Association, IGA",1
7145,Georgia,International Retinal Research Foundation,1
7146,Georgia,Iridex Corporation,1
7147,Georgia,Isaac Newton Trust,1
7148,Georgia,"Islamic Development Bank, IDB",1
7149,Georgia,"Jaeb Center for Health Research, JCHR",1
7150,Georgia,"James and Jean Culver Vision Discovery Institute, Georgia Regents University",2
7151,Georgia,Janssen Pharmaceuticals,3
7152,Georgia,"Johns Hopkins University, JHU",1
7153,Georgia,"Juvenile Diabetes Research Foundation International, JDRF",5
7154,Georgia,"Juvenile Diabetes Research Foundation United States of America, JDRF",2
7155,Georgia,"Juvenile Diabetes Research Foundation, JDRF",1
7156,Georgia,Kantar Health,1
7157,Georgia,Kaohsiung Armed Forces General Hospital,1
7158,Georgia,"Knights Templar Eye Foundation, KTEF",1
7159,Georgia,LabEx LIFESENSES,1
7160,Georgia,Leona M. and Harry B. Helmsley Charitable Trust,3
7161,Georgia,"Leonard M. Miller School of Medicine, University of Miami, UMMSM",1
7162,Georgia,MTP,1
7163,Georgia,"Manchester Biomedical Research Centre, BRC",1
7164,Georgia,"Maryland Stem Cell Research Fund, MSCRF",1
7165,Georgia,Massachusetts Eye,1
7166,Georgia,"Massachusetts Lions Eye Research Fund, MLERF",2
7167,Georgia,"Mathematical Association of America, MAA",1
7168,Georgia,"Medical Research Council, MRC",3
7169,Georgia,Medtronic,1
7170,Georgia,Merck,1
7171,Georgia,Michigan AgBioResearch,1
7172,Georgia,"Michigan Technological University, MTU",1
7173,Georgia,Ministero della Salute,1
7174,Georgia,"Ministero dell’Istruzione, dell’Università e della Ricerca, MIUR",1
7175,Georgia,"Ministry of Higher Education, MOHE",1
7176,Georgia,Moorfields Eye Charity,2
7177,Georgia,Moorfields Eye Hospital NHS Foundation Trust,1
7178,Georgia,Myriad Genetic Laboratories,1
7179,Georgia,NIH NEI,1
7180,Georgia,"NIH Office of the Director, OD",1
7181,Georgia,NIH-NEI,1
7182,Georgia,NIH-NICHD,2
7183,Georgia,NIH-NIEHS,2
7184,Georgia,NIH/National Eye Institute,1
7185,Georgia,NRCBS,1
7186,Georgia,National Center for Research Resources,1
7187,Georgia,"National Center for Research Resources, NCRR",3
7188,Georgia,National Development and Research Institute,1
7189,Georgia,National Eye Institute of the National Institutes of Health,1
7190,Georgia,"National Eye Institute, NEI",31
7191,Georgia,"National Health and Medical Research Council, NHMRC",1
7192,Georgia,National Heart Foundation of Australia,1
7193,Georgia,"National Heart, Lung, and Blood Institute, NHLBI",9
7194,Georgia,"National Human Genome Research Institute, NHGRI",1
7195,Georgia,"National Institute for Health Research, NIHR",1
7196,Georgia,"National Institute for Health and Care Research, NIHR",1
7197,Georgia,"National Institute of Child Health and Human Development, NICHD",3
7198,Georgia,"National Institute of Diabetes and Digestive and Kidney Diseases, NIDDK",9
7199,Georgia,"National Institute of Environmental Health Sciences, NIEHS",2
7200,Georgia,"National Institute of General Medical Sciences, NIGMS",1
7201,Georgia,National Institute of Health,1
7202,Georgia,"National Institute of Neurological Disorders and Stroke, NINDS",2
7203,Georgia,National Institutes of Health,2
7204,Georgia,National Institutes of Health National Eye Institute,1
7205,Georgia,"National Institutes of Health, NIH",35
7206,Georgia,"National Medical Research Council , Singapore, Republic of Singapore",1
7207,Georgia,"National Medical Research Council, Singapore, Republic of Singapore",1
7208,Georgia,Novartis,4
7209,Georgia,Novartis Hellas,1
7210,Georgia,"ONL Therapeutics, ONL",1
7211,Georgia,OVAS,1
7212,Georgia,Oakland University William Beaumont School of Medicine,1
7213,Georgia,"Oakland University, OU",1
7214,Georgia,"Office of Research and Development, ORD",7
7215,Georgia,"Office of Research and Development, and Rehabilitation Research and Development Service",1
7216,Georgia,PHS,1
7217,Georgia,Pfizer,1
7218,Georgia,"Philippine Council for Health Research and Development, DOST-PCHRD",2
7219,Georgia,"Qatar National Research Fund, QNRF",1
7220,Georgia,Rehabilitation R&D Service of the Department of Veterans Affairs,2
7221,Georgia,"Research to Prevent Blindness, RPB",9
7222,Georgia,"Retina Research Foundation, RRF",1
7223,Georgia,Roche,2
7224,Georgia,"Royal Bank of Canada, RBC",4
7225,Georgia,Santhera Pharmaceuticals,1
7226,Georgia,School of Medicine,1
7227,Georgia,"School of Medicine, Emory University",1
7228,Georgia,"Science and Engineering Research Board, SERB",1
7229,Georgia,"Secretaria Nacional de Ciencia y Tecnología, SENACYT",1
7230,Georgia,"Secretaría Nacional de Ciencia, Tecnología e Innovación, SENACYT",1
7231,Georgia,Sistema Nacional de Investigaci?n,1
7232,Georgia,"Sistema Nacional de Investigadores, SNI",1
7233,Georgia,Stealth BioTherapeutics,1
7234,Georgia,Thome Foundation,1
7235,Georgia,"U.S. Department of Veterans Affairs, VA",16
7236,Georgia,"U.S. Food and Drug Administration, FDA",1
7237,Georgia,"U.S. Public Health Service, USPHS",1
7238,Georgia,UAB Cochrane Musculoskeletal Group Satellite Center on Network Meta-analysis,1
7239,Georgia,UAB Comprehensive Diabetes Center,1
7240,Georgia,UAB Comprehensive Neuroscience Center,1
7241,Georgia,"UCL Institute of Ophthalmology, University College London",1
7242,Georgia,UGC-UPE,1
7243,Georgia,United States Government,1
7244,Georgia,"University of Georgia, UGA",1
7245,Georgia,University of Utah,2
7246,Georgia,VA Cooperative,1
7247,Georgia,VA Informatics and Computing Infrastructure,1
7248,Georgia,VA Merit Award,2
7249,Georgia,VA Research,4
7250,Georgia,Veterans Affairs Biomedical Laboratory Research and Development Service,1
7251,Georgia,Veterans Affairs Medical Center in Augusta,1
7252,Georgia,Veterans Affairs Rheumatology Field Advisory Committee,1
7253,Georgia,Veterans Health Administration,1
7254,Georgia,Vision Discovery Institute,1
7255,Georgia,Vision Discovery Institute at Georgia Regents University,1
7256,Georgia,"Wayne State University, Detroit, MI, USA",1
7257,Georgia,"Wayne State University, WSU",1
7258,Georgia,Western Institute for Biomedical Research,1
7259,Georgia,Xiamen University Malaysia,1
7260,Georgia,meet,1
7261,Germany,28Singapore Eye Research Institute,1
7262,Germany,"5th Medical Department, University of Heidelberg",1
7263,Germany,"AKL Research and Development, AKLRD",1
7264,Germany,ALS League Belgium,1
7265,Germany,ALSAM-Skaggs Foundation,1
7266,Germany,ARTEMIS,1
7267,Germany,AbbVie,3
7268,Germany,AbbVie-Allergan,1
7269,Germany,Abbott Diabetes Care,2
7270,Germany,Abbott Laboratories,5
7271,Germany,"Abbott Laboratories, Abbott",1
