,Funding,counts
8413,Vanderbilt Mouse Metabolic Phenotype Center,1
8336,"UniversitÃ¤t Ulm, UULM",1
8321,University of Utah Research Foundation,1
5813,"Nippon Boehringer Ingelheim Co., Ltd. or Eli Lilly Japan K.K",1
5826,Nitto Foundation,1
8351,"Universität Regensburg, UR",1
5804,Ningbo Science & Technology Program,1
5718,Natural Sciences and Engineering Research Council of Canada,1
5755,New England Eye Center,1
5841,Norte Portugal Regional Programme,1
5717,Natural Sciences Foundation of Hunan province,1
8377,Ursula Mandel Fellowship,1
5757,New England Ophthalmological Society 2020,1
5715,Natural Science Project of Education Department of Sichuan Province,1
8361,"Universitätsmedizin der Johannes Gutenberg-Universität Mainz, Augenklinik und Poliklinik, Mainz",1
5759,New Jersey Lions Eye Research Foundation,1
5714,Natural Science Key Project of Jiangxi Province,1
5713,Natural Science Key Project of Anhui University of Chinese Medicine,1
5712,Natural Science Fund for Distinguished Young Scholars of Jiangxi Province of China,1
5760,New Jersey Medical School,1
5761,New South Wales,1
5762,New Technology Funds of Xijing Hospital,1
5710,"Natural Science Foundation of Zhejiang ince,China",1
8360,Universitätsmedizin Göttingen Georg-August-Universität,1
8378,Urumqi Science and Technology Bureau,1
8380,"Utah Department of Health, UDOH",1
8381,Utah Lions Eye Bank,1
8359,"Universitätsklinikum des Saarlandes, Klinik für Augenheilkunde",1
5763,New World Medical,1
8382,V A,1
5764,New York City Public Health Laboratory,1
8383,V eterans Affairs,1
5765,New York Eye and Ear Chairman,1
8385,VA CART,1
5766,New York Eye and Ear Infirmary Chairman,1
8358,Universitätsklinikum Würzburg,1
8386,VA Cooperative,1
8363,"Universitätsspital Zürich, USZ",1
8376,"Urban Child Institute, UCI",1
5768,"New York Eye and Ear Infirmary Research Foundation , New York, New York",1
5720,Natural Sciences at Linnaeus University,1
5735,NeoVista,1
8372,UpToDate,1
5736,Nestlé Home Care,1
8371,Unrestricted Department Funding from Research to Prevent Blindness,1
5737,Nestlé HomeCare,1
5738,Netherlands Association for Health Research and Development,1
5739,Netherlands Foundation for Cardiovascular Excellence,1
5740,Netherlands Heart Foundation,1
5732,Nektar Therapeutics,1
8370,Uniwersytet Medyczny im. Piastów Slaskich we Wroclawiu,1
5731,Nederlandse Vereniging tot Verbetering van het Lot der Blinden,1
8374,Uppsala Universitet,1
8375,Uppsala‐Örebro Regional Research Council,1
8369,Université de Strasbourg,1
5728,Nederlandse Oogonderzoek Stichting,1
5744,"Networking Biomedical Research Centre in the subject area of Bioengineering, Biomaterials and Nanomedicine",1
5727,Nebraska Health System,1
5726,Nebraska Center for the Prevention of Obesity Diseases,1
5745,NeuroMac DFG/Transregional,1
5725,Navigen Inc.,1
8367,"Université de Liège, ULg",1
5748,Neurophysiology Research Center,1
8366,"Université de Lausanne, UNIL",1
5724,Navartis International AG,1
5723,Navamindradhiraj University,1
5751,Neurotech FPO,1
5722,Naval Health Research Center,1
5721,Nature Science Foundation of Jiang Xi Province,1
5753,Neurovascular Research Laboratory,1
5702,"Natural Science Foundation of Shenzhen, China",1
8387,VA Informatics and Computing Infrastructure,1
5803,Ningbo Municipal Science and Technology Innovative Research Team,1
5687,Natural Science Foundation of Hunan Province,1
5686,Natural Science Foundation of Hunan,1
5788,"Nidek Medical Products, Inc.",1
5685,Natural Science Foundation of Hubei Province,1
8400,Valbiotis,1
8373,Uppsala Foundation for Medical Research,1
5789,"Nidek, Inc.",1
8350,"Universität Innsbruck, uibk",1
5791,Nigeria Blindness,1
5792,NightstaRx,1
5793,NightstaRx Ltd.,1
5794,Nightstar Therapeutics,1
5795,"Nihon Medi-Physics, NMP",1
5796,Nihon-Boehringer Ingelheim,1
8349,Universität Heidelberg,1
8348,Universität Greifswald,1
5684,Natural Science Foundation of Henan Province,1
8402,Valeant Pharmaceuticals International,1
5797,Nijmeegse Oogonderzoek Stichting,1
5682,Natural Science Foundation of Hebei Province,1
5798,"Nikkiso Co., Ltd.",1
8403,Valeant Pharmaceuticals/Mass,1
5799,Nils Erik Holmstens,1
5681,Natural Science Foundation of Guangzhou City,1
5680,Natural Science Foundation of Guangxi Province,1
5800,Nimbus Pharmaceuticals,1
8404,Valeant Pharmaceuticals/Massachusetts Eye and Ear,1
8405,Valeant and Zealand,1
8406,Valentin Haüy Association,1
8346,"Università di Pisa, UniPi",1
5787,Nidek Medical Products Inc,1
5688,"Natural Science Foundation of Hunan University of Chinese Medicine, China",1
5769,"New York Eye and Ear Infirmary Research Foundation, New York, New York",1
5689,Natural Science Foundation of Hunan province,1
5771,New York Regional Center for Diabetes Translation Research,1
5772,"New York State Library, NYSL",1
5773,"New York State Office of Mental Health, OMH",1
5774,"New York State Office of Science, Technol- ogy, and Academic Research",1
8389,"VA Merit Award, Research to Prevent Blindness",1
8391,VGH,1
8392,VHA,1
8357,Universitätsklinikum Magdeburg AöR,1
8394,VIVA Foundation for Children with Cancer,1
5696,Natural Science Foundation of Nantong University,1
8395,VSC,1
8396,Vaarn om Synet,1
5694,Natural Science Foundation of Jilin Province,1
8356,"Universitätsklinikum Freiburg, Klinik für Augenheilkunde",1
5777,New Zealand Bone and Mineral Society,1
5778,New Zealand College of Ophthalmologists,1
5779,New Zealand Lottery Health Research,1
5780,New Zealand Marsden Fund,1
5693,Natural Science Foundation of Jiangxi Provincial Department of Science and Technology,1
5781,New Zealand National Eye Centre,1
8355,"Universitätsklinikum Carl Gustav Carus, Klinik und Poliklinik für Augenheilkunde",1
8397,Vaasa Hospital District,1
5783,Newcastle University,1
8354,Universitäts-Augenklinik,1
5785,Newfoundland and Labrador Innovation and Rural Development Infrastructure Fund,1
8399,Vajira Hospital,1
5786,Nicolaus and Margrit Langbehn Foundation,1
5690,Natural Science Foundation of Jiangsu Colleges and Universities,1
8353,Universität Wien,1
5840,"Norges Teknisk-Naturvitenskapelige Universitet, NTNU",1
8269,University of Oklahoma Growth Fund,1
5842,"North American Menopause Society, Society for Women's Health Research Pharmaceutical Company",1
5988,Oculis and Heidelberg Engineering,1
6041,Oklahoma City,1
8159,University of Alberta Faculty of Medicine and Dentistry,1
8160,"University of Alberta, U of A",1
8161,"University of Alberta, UofA",1
6038,Oklahoma Center for the Advance- ment of Science and Technology,1
8162,University of Allahabad India,1
8163,"University of Arizona, UA",1
6036,Oklahoma,1
6035,Okinawa Science & Technology Innovation System,1
8164,"University of Arkansas for Medical Sciences, UAMS",1
6034,Okayama University Hospital,1
6033,Okayama Medical Foundation,1
6032,Oishi Kenko Inc.,1
6031,Ohr Pharmaceuticals,1
6030,Ohio University's Diabetes Research Initiative,1
8166,University of Auckland Staff Research Fund,1
8167,University of Beira Interior— Health Sciences Research Centre,1
8168,University of Bristol,1
6027,Ohio Dept Development,1
6042,Oklahoma City Area Indian Health Service,1
6043,"Oklahoma Department of Transportation, ODOT",1
6044,Oklahoma Nathan Shock Center of Excellence in the Biology of Aging,1
6055,Omron Healthcare,1
8151,University Natural Science Research Project of Anhui Province,1
8152,University Paris 7,1
8153,University Synergy Innovation Program of Anhui Province,1
6060,Ono Pharma Co. Ltd.,1
6059,Ono Pharma Co.,1
6058,Ono Pharma,1
8154,University Ulm,1
8155,University and Research,1
8156,"University of Aberdeen, ABDN",1
6045,Oklahoma Shared Clinical and Translational Resources,1
6054,OmniPod® Insulin Management System,1
6053,Omeicos Therapeutics,1
6052,Ollqvist Foundation,1
6051,Ollie och Elof Ericssons Stiftelse,1
6050,Olle Engkvist Foundation,1
6049,Oliver Brickhead and Micheal Pantich Research Funds,1
6047,Olga Jonsson,1
6046,Oklahoma Tobacco Settlement Endowment Trust,1
6025,"Ohio Department of Development, ODOD",1
8170,"University of Calgary, U of C",1
6024,Ohio Department of Development,1
5993,"Office of Academic Links, Chinese University of Hong Kong",1
6002,Office of Research,1
6001,Office of Proposal Services,1
5999,Office of Minority Health,1
8194,"University of Colorado, Departments of Epidemiology and Pediatrics",1
5998,Office of Medical Student Research at Vanderbilt University School of Medicine,1
5997,"Office of Family Assistance, OFA",1
5996,Office of Faculty Affairs,1
5994,"Office of Disease Prevention and Health Promotion, ODPHP",1
8195,"University of Crete, UoC",1
8192,"University of Colorado School of Medicine, Anschutz Medical Campus",1
8196,"University of Cumbria, UoC",1
8197,"University of Dammam, UOD",1
8199,University of Dundee School of Medicine,1
8200,University of Edinburgh,1
5991,Oejenfonden,1
8202,"University of Electronic Science and Technology of China, UESTC",1
8203,University of Evry Val d’Essonne,1
8204,"University of Florida Diabetes Research, Education and Treatment Center",1
6003,Office of Research & Development at China Medical University,1
8189,University of Colorado Boulder,1
6023,Ohio Depart?ment of Health,1
8176,"University of California, Irvine Genomics High Throughput Facility",1
8171,"University of California Berkeley, UCB",1
6021,Office on Women’s Health,1
6020,"Office of the Secretary of Transportation, OST",1
6018,Office of the Executive Dean for Research,1
8173,University of California San Diego Center of Excellence in Nanomedicine,1
8174,University of California San Francisco,1
6016,"Office of the Assistant Secretary for Health, OASH",1
6015,"Office of Women's Health, OWH",1
6014,Office of Science and Technology,1
8187,"University of Chittagong, UC, -P&D/7-37)",1
6013,Office of Research on Women’s Health,1
8183,University of California-Irvine,1
6010,"Office of Research and Development, and Rehabilitation Research and Development Service",1
8185,University of Chicago Women’s Board,1
6008,"Office of Research and Development, Clinical Sciences R&D",1
6007,Office of Research Services,1
8186,"University of Chinese Academy of Sciences, UCAS",1
6005,Office of Research Development,1
6062,"Ontario Genomics Institute, OGI",1
6063,"Ontario Mental Health Foundation, OMHF",1
8150,University Medical Centre Mainz,1
6115,Ormond Street Hospital NHS Foundation Trust,1
6123,Oslo Diabetes Research Centre,1
6122,Oskar Öflunds Stiftelse,1
6121,Oskar Öflund Foundation,1
8124,"University College Dublin, UCD",1
6119,Osaka Police Hospital,1
6118,Osaka General Medical Center,1
6117,Ortho Biotech Products LP,1
6116,"Országos Tudományos Kutatási Alapprogramok, OTKA",1
6114,Orionin Tutkimussäätiö,1
6124,"Osteoporosis Australia, OA",1
8125,University College London,1
6112,Organization for the Prevention of Blindness,1
8126,University College London Hospitals NHS Foundation Trust,1
6111,Organización Médica de Investigación,1
6110,Organisme pour la Prévention de la Cécité,1
6109,Organisation of Care,1
6108,"Oregon National Primate Research Center, ONPRC",1
6107,Oregon Lions Sight and Hearing Foundation,1
8123,University College Dublin,1
6125,Osteoporosis Australia/Australia and New Zealand Bone and Mineral Society,1
6105,"Optovue, Inc.",1
6133,Otto A. Malm Lahjoitusrahasto,1
6140,Outstanding Youth Medical Talents Program of Shanghai Health and Family Planning Commission,1
6139,Outstanding Youth Foundation of Jiangsu Province of China,1
6138,Outstanding Young Backbone Talents of Anhui University,1
6137,Outstanding Talents of the First Affiliated Hospital of Chongqing Medical University,1
8110,"Universitair Medisch Centrum Utrecht, UMC",1
6136,Outstanding Leaders Training Program of Pudong Health Bureau of Shanghai,1
6135,Outstanding Clinical Discipline Project of Shanghai Pudong,1
6134,Outstanding Academic Leader Project of Shanghai Health and Family Planning Committee,1
8111,"Universitaire Ziekenhuizen Leuven, KU Leuven, UZ Leuven",1
6126,"Oswaldo Cruz German Hospital, and Science Foundation Ireland",1
8116,"Universiti Malaya, UM",1
6131,"Otsuka Pharma Co., Ltd.",1
8117,Universiti Putra Malaysia,1
8118,Universiti Putra Research,1
8119,Universiti Sains Malaysia,1
8120,"Universiti Teknologi MARA, UiTM",1
6127,Oswaldo Cruz Institute,1
8121,Universities of the State of Baden-Württemberg,1
8128,University Diabetes Center,1
8129,University Eye Clinic Maastricht,1
8149,University Medical Centre Ljubljana Research and Development,1
6072,Open Fund of Fujian Provincial Key Laboratory of Plasma and Magnetic Resonance,1
8142,University Hospital of Umeå,1
8143,University Hospitals Birmingham NHS Foundation Trust,1
6079,"Operational Program Competitiveness, Entrepreneurship and Innovation",1
6078,Opening Project of Guangxi Colleges and Universities Key Laboratory of Robot Welding,1
6077,Opening Project of Guangdong Province Key Laboratory of Information Security Technology,1
8144,"University Hospitals Bristol NHS Foundation Trust, UHBW",1
8145,University Hospitals Eye Institute,1
6073,Open Project of Shanghai Key Laboratory of Sleep-Disordered Breathing,1
6071,Opaskwayak Cree Nation,1
6082,Ophthalmic Animal Laboratory of Zhongshan Ophthalmic Center,1
6070,Ontario Thoracic Society,1
6069,"Ontario Stroke Network, OSN",1
6068,Ontario Research Fund for Research Excellence,1
6067,"Ontario Ministry of Research, Innovation and Science, MRIS",1
8146,University Hospitals of Cleveland,1
6065,Ontario Ministry of Health and Long-Term Care,1
6064,Ontario Ministry of Health,1
8148,University Medical Center,1
6081,Ophtalmologie de l'Université de Montréal,1
6083,Ophthalmic Consultants of Long Island,1
8130,University Grant Commission,1
8133,University Grants Commission?University,1
8131,University Grants Commission,1
6101,Optometry Australia,1
6100,"Optimum Patient Care, OPC",1
6099,Optimize Future Therapy,1
6098,Optimedica Corp.,1
6097,"Optical Society, OSA",1
6096,Opthea Limited,1
6095,Opthea DMC,1
6094,Oppenheimer Family Foundation,1
6084,Ophthalmic Research Institute of Australia and Commercial Development,1
6093,Ophthotech Corportation,1
8134,University Grants Commission‒University,1
8135,"University Grants Committee, UGC",1
8136,"University Health Network, UHN",1
6090,"Ophthalmology and Neuroscience, Baltimore",1
6089,Ophthalmology Foundation Board,1
8139,University Hospital Gießen and Marburg Research Funds,1
8141,University Hospital of Reims,1
8205,"University of Florida Diabetes Research, Education, and Treatment Center",1
8207,"University of Georgia, UGA",1
8314,University of Toronto,1
8208,University of Ghana College of Health Science,1
8275,"University of Ottawa, UO",1
5891,Novartis Pharma B.V.,1
8277,University of P?cs,1
8278,University of Patras,1
5889,Novartis Nutrition,1
8280,University of Pennsylvania Clinical and Translational Science Award NIH,1
8281,University of Pennsylvania Core,1
8282,University of Pennsylvania Core Grant for Vision Research,1
5888,Novartis Medical Associates,1
8283,"University of Pennsylvania, Penn",1
5887,Novartis Ireland Ltd.,1
5886,Novartis Hellas,1
8285,"University of Pittsburgh, Pitt",1
5884,Novartis Healthcare Pvt. Ltd,1
5883,Novartis GMBH,1
5882,Novartis Fonds,1
5881,Novartis Canada Inc.,1
8286,"University of Queensland, UQ",1
8287,"University of Rhode Island, URI",1
5893,"Novartis Pharma K.K. , Alcon , Otsuka , Senju",1
5894,"Novartis Pharma K.K. , Alcon , Santen",1
5895,"Novartis Pharma K.K. , Bayer",1
8266,University of Northern Iowa,1
5914,Novartis/Alcon,1
5913,Novartis und Teva honoriert worden,1
5912,Novartis plc,1
5911,Novartis Schweiz AG,1
5910,Novartis Phrama K.K.,1
5909,Novartis Pharmaceuticals and Johnson & Johnson,1
8262,University of North Carolina Department of Ophthalmology,1
5906,Novartis Pharmaceuticals Corp.,1
8268,University of Nottingham,1
