,Journal,Document Type,counts
10599,Transactions - american society for artificial internal organs,Article,2
659,"Acta paediatrica, international journal of paediatrics",Note,2
5788,Japanese journal of pharmacology,Article,2
7059,Kidney medicine,Article,2
10619,Transactions of the pennsylvania academy of ophthalmology and otolaryngology,Article,2
593,Acta medica academiae scientiarum hungaricae,Article,2
8031,Neuroradiology,Article,2
592,"Acta medica (hradec králové) / universitas carolina, facultas medica hradec králové",Article,2
523,Acs chemical biology,Article,2
5152,Interdisciplinary sciences – computational life sciences,Article,2
527,Acs nano,Article,2
7082,Klinikarzt,Review,2
533,Acta academiae medicinae sinicae,Article,2
537,Acta anatomica sinica,Article,2
5144,Intelligent data analysis for biomedical applications: challenges and solutions,Book chapter,2
538,Acta angiologica,Article,2
7409,"Medical hypothesis, discovery, and innovation in ophthalmology",Review,2
545,Acta biomaterialia,Article,2
546,Acta biomedica,Article,2
549,Acta cardiologica,Article,2
5134,Insight - journal of the american society of ophthalmic registered nurses,Note,2
7077,Klinicka biochemie a metabolismus,Review,2
10642,Transplantation,Letter,2
553,Acta chirurgica hungarica,Article,2
10640,Transplant international,Letter,2
5127,Innovation in health informatics: a smart healthcare primer,Book chapter,2
10634,Translational vision science & technology,Article,2
8372,Ophthalmologie,Article,2
566,Acta dermato-venereologica,Article,2
5119,Information fusion,Article,2
5118,Information (switzerland),Article,2
579,Acta facultatis medicae naissensis,Article,2
7070,Klinicheskaia laboratornaia diagnostika,Article,2
586,Acta histochemica et cytochemica,Article,2
7064,Kidney360,Article,2
5110,Inflammopharmacology,Article,2
591,Acta medica,Article,2
1423,Archivos de la sociedad española de oftalmología,Editorial,2
6838,Journal of the american statistical association,Article,2
1424,Archivos de la sociedad española de oftalmología,Review,2
3520,Diabetologia polska,Conference paper,2
6587,Journal of ocular therapy and surgery,Article,2
9729,Revista espanola de oto-neuro-oftalmologia y neurocirugia,Article,2
2406,Chemosphere,Article,2
9203,"Proceedings of the 2013 6th international congress on image and signal processing, cisp 2013",Conference paper,2
6268,Journal of gerontology and geriatrics,Review,2
6580,Journal of ocular pharmacology and therapeutics,Conference paper,2
6578,Journal of ocular pharmacology,Article,2
3528,Diabetologie und stoffwechsel,Editorial,2
9717,Revista de salud publica,Article,2
2429,Chinese journal of diabetes mellitus,Review,2
7799,Mymensingh medical journal : mmj,Article,2
3524,Diabetologie,Note,2
9206,"Proceedings of the 2013 international conference on advances in computing, communications and informatics, icacci 2013",Conference paper,2
6573,Journal of obstetrics and gynaecology research,Article,2
2438,Chinese journal of evidence-based medicine,Review,2
6183,Journal of drug targeting,Review,2
2441,Chinese journal of experimental traditional medical formulae,Review,2
7653,Minerva pediatrics,Review,2
2446,Chinese journal of integrative medicine,Review,2
9706,Revista de investigacion clinica,Review,2
2452,Chinese journal of natural medicines,Article,2
3501,Diabetologe,Editorial,2
9703,"Revista de enfermería (barcelona, spain)",Article,2
3499,Diabeto-angiology,Book chapter,2
2463,Chinese journal of pharmaceutical biotechnology,Article,2
6272,Journal of glaucoma,Conference paper,2
9210,"Proceedings of the 2015 international conference on green computing and internet of things, icgciot 2015",Conference paper,2
2464,Chinese journal of pharmaceutical biotechnology,Review,2
2466,Chinese journal of pharmacology and toxicology,Review,2
2467,Chinese journal of physiology,Article,2
2400,Chemistry and biodiversity,Article,2
7803,Münchener medizinische wochenschrift (1950),Article,2
9734,Revista facultad de ingenieria,Article,2
6589,Journal of oncology,Article,2
2339,Cells,Editorial,2
2342,Cells tissues organs,Review,2
9758,Revista mexicana de oftalmologia,Review,2
2351,Cellular immunology,Article,2
9171,"Proceedings of iapr conference on machine vision applications, mva 2007",Conference paper,2
2360,Central european journal of biology,Article,2
2362,Central european journal of immunology,Review,2
2364,Central european journal of public health,Article,2
7813,Nanomaterials,Article,2
3577,Discovery medicine,Review,2
3575,Disability and rehabilitation,Article,2
6597,Journal of ophthalmic inflammation and infection,Letter,2
3571,Digital health,Article,2
9749,Revista medico-chirurgicala a societaţii de medici ş̧i naturaliş̧ti din iaş̧i,Review,2
2375,Ceska a slovenska oftalmologie,Review,2
6594,Journal of ophthalmic and vision research,Note,2
9181,Proceedings of singapore healthcare,Article,2
2379,Cesko-slovenska pediatrie,Article,2
6592,Journal of ophthalmic and vision research,Editorial,2
9184,"Proceedings of the 10th indiacom; 2016 3rd international conference on computing for sustainable global development, indiacom 2016",Conference paper,2
6252,Journal of general and family medicine,Article,2
2392,Chemical and pharmaceutical bulletin,Article,2
6255,Journal of general internal medicine,Editorial,2
6256,Journal of general internal medicine,Letter,2
6257,Journal of general internal medicine,Note,2
6258,Journal of general internal medicine,Review,2
3553,Dialysis and transplantation,Review,2
9738,Revista ibérica de endocrinología,Article,2
9736,Revista habanera de ciencias medicas,Article,2
3488,Diabetic medicine : a journal of the british diabetic association,Note,2
3487,Diabetic medicine : a journal of the british diabetic association,Letter,2
6563,Journal of nutrition and intermediary metabolism,Review,2
9660,Revista argentina de cardiologia,Article,2
9659,Reviews on recent clinical trials,Article,2
3429,Diabetes technology and therapeutics,Note,2
6289,Journal of health sciences,Article,2
6290,Journal of health services research and policy,Review,2
3423,Diabetes technology & therapeutics,Article,2
6532,Journal of neuro-ophthalmology,Letter,2
9234,"Proceedings of the 2021 ieee international conference on innovative computing, intelligent communication and smart electrical systems, icses 2021",Conference paper,2
9651,Reviews in clinical gerontology,Article,2
2575,Clinical and experimental optometry,Note,2
2580,Clinical and experimental rheumatology,Article,2
9236,"Proceedings of the 2022 3rd international conference on communication, computing and industry 4.0, c2i4 2022",Conference paper,2
3414,Diabetes research and clinical practice,Note,2
7669,Mmw-fortschritte der medizin,Article,2
9237,"Proceedings of the 2022 3rd international conference on intelligent computing, instrumentation and control technologies: computational intelligence for smart systems, icicict 2022",Conference paper,2
2588,Clinical and surgical ophthalmology,Conference paper,2
7672,Mmw-fortschritte der medizin,Review,2
2598,Clinical autonomic research,Review,2
7674,Mmwr. morbidity and mortality weekly report,Article,2
3405,Diabetes public health: from data to policy,Book chapter,2
3404,"Diabetes mellitus: impact on bone, dental and musculoskeletal health",Book chapter,2
9240,"Proceedings of the 2022 international conference of advanced technology in electronic and electrical engineering, icateee 2022",Conference paper,2
3398,Diabetes in clinical practice: questions and answers from case studies,Book chapter,2
2612,Clinical chemistry,Note,2
9242,"Proceedings of the 2022 international conference on innovative computing, intelligent communication and smart electrical systems, icses 2022",Conference paper,2
2613,Clinical chemistry,Review,2
2614,Clinical chemistry,Short survey,2
2615,Clinical chemistry and laboratory medicine,Article,2
2617,Clinical chemistry and laboratory medicine,Letter,2
2620,Clinical cornerstone,Editorial,2
7789,Munchener medizinische wochenschrift,Short survey,2
6536,Journal of neuroendocrinology,Article,2
6557,Journal of nippon medical school = nihon ika daigaku zasshi,Article,2
2545,Clinica e investigacion en arteriosclerosis,Article,2
2488,Chinese pharmaceutical journal,Article,2
3478,Diabetic kidney disease,Book chapter,2
3475,Diabetic foot problems,Book chapter,2
3473,Diabetic cardiomyopathy: biochemical and molecular mechanisms,Book chapter,2
6554,Journal of nippon medical school,Article,2
3471,Diabetes: translating research into practice,Book chapter,2
9685,Revista cubana de higiene y epidemiologia,Article,2
3468,Diabetes: chronic complications,Book chapter,2
2500,Chirurgische praxis,Article,2
6551,Journal of neuroscience research,Review,2
7793,Muscle and nerve,Review,2
